trial_id,arm_mode,joint_left_shoulder_pitch_target,joint_left_shoulder_roll_target,joint_left_shoulder_yaw_target,joint_left_elbow_target,joint_left_wrist_roll_target,joint_left_wrist_pitch_target,joint_left_wrist_yaw_target,joint_right_shoulder_pitch_target,joint_right_shoulder_roll_target,joint_right_shoulder_yaw_target,joint_right_elbow_target,joint_right_wrist_roll_target,joint_right_wrist_pitch_target,joint_right_wrist_yaw_target,joint_left_shoulder_pitch_kp,joint_left_shoulder_roll_kp,joint_left_shoulder_yaw_kp,joint_left_elbow_kp,joint_left_wrist_roll_kp,joint_left_wrist_pitch_kp,joint_left_wrist_yaw_kp,joint_right_shoulder_pitch_kp,joint_right_shoulder_roll_kp,joint_right_shoulder_yaw_kp,joint_right_elbow_kp,joint_right_wrist_roll_kp,joint_right_wrist_pitch_kp,joint_right_wrist_yaw_kp,joint_left_shoulder_pitch_kd,joint_left_shoulder_roll_kd,joint_left_shoulder_yaw_kd,joint_left_elbow_kd,joint_left_wrist_roll_kd,joint_left_wrist_pitch_kd,joint_left_wrist_yaw_kd,joint_right_shoulder_pitch_kd,joint_right_shoulder_roll_kd,joint_right_shoulder_yaw_kd,joint_right_elbow_kd,joint_right_wrist_roll_kd,joint_right_wrist_pitch_kd,joint_right_wrist_yaw_kd,joint_left_shoulder_pitch_kp_multiplier,joint_left_shoulder_roll_kp_multiplier,joint_left_shoulder_yaw_kp_multiplier,joint_left_elbow_kp_multiplier,joint_left_wrist_roll_kp_multiplier,joint_left_wrist_pitch_kp_multiplier,joint_left_wrist_yaw_kp_multiplier,joint_right_shoulder_pitch_kp_multiplier,joint_right_shoulder_roll_kp_multiplier,joint_right_shoulder_yaw_kp_multiplier,joint_right_elbow_kp_multiplier,joint_right_wrist_roll_kp_multiplier,joint_right_wrist_pitch_kp_multiplier,joint_right_wrist_yaw_kp_multiplier,joint_left_shoulder_pitch_kd_multiplier,joint_left_shoulder_roll_kd_multiplier,joint_left_shoulder_yaw_kd_multiplier,joint_left_elbow_kd_multiplier,joint_left_wrist_roll_kd_multiplier,joint_left_wrist_pitch_kd_multiplier,joint_left_wrist_yaw_kd_multiplier,joint_right_shoulder_pitch_kd_multiplier,joint_right_shoulder_roll_kd_multiplier,joint_right_shoulder_yaw_kd_multiplier,joint_right_elbow_kd_multiplier,joint_right_wrist_roll_kd_multiplier,joint_right_wrist_pitch_kd_multiplier,joint_right_wrist_yaw_kd_multiplier,fell,time_to_fall,max_com_deviation_xy,final_base_height,max_roll_deg,max_pitch_deg
76,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-1.591447,-0.636707,-1.967808,-0.265440,-2.491006,0.345247,0.491504,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,16.1984,15.8488,15.8801,11.7380,10.9673,9.3460,14.2331,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,6.3025,9.4332,2.2162,5.8234,4.4423,3.7172,2.8956,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5399,0.5283,1.0587,0.7825,1.0967,0.9346,1.4233,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7878,1.1791,0.5541,1.4559,1.4808,1.2391,0.9652,False,,0.127942,0.999862,5.8919,19.8153
77,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-2.103831,-0.328688,1.165128,-0.033330,-0.151000,-0.034411,0.829083,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,35.5153,34.2950,17.2474,11.5571,8.7171,5.4566,12.8694,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,7.4640,7.5059,2.9814,2.8377,3.2635,2.1977,1.6926,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1838,1.1432,1.1498,0.7705,0.8717,0.5457,1.2869,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9330,0.9382,0.7454,0.7094,1.0878,0.7326,0.5642,False,,0.080979,0.999641,9.4627,13.6160
78,both,0.474960,1.043054,-0.504064,0.831345,1.684658,-0.165726,0.655412,1.285256,-0.901918,-0.562368,2.138372,-0.112511,-0.079155,0.064219,24.5317,18.1275,13.7228,9.3579,9.1044,10.5693,14.3071,23.2371,27.0392,15.4356,7.5148,6.6187,5.9357,10.4967,4.2898,8.9717,3.8309,2.0810,2.2486,1.8555,2.1504,6.6326,8.3872,2.8873,2.0969,4.3241,1.8249,1.8806,0.8177,0.6043,0.9149,0.6239,0.9104,1.0569,1.4307,0.7746,0.9013,1.0290,0.5010,0.6619,0.5936,1.0497,0.5362,1.1215,0.9577,0.5203,0.7495,0.6185,0.7168,0.8291,1.0484,0.7218,0.5242,1.4414,0.6083,0.6269,True,1.1580,0.895424,0.084172,168.4602,84.8285
79,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-2.449764,0.309225,0.492134,1.570498,2.933382,-0.380694,1.205232,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,21.1204,33.6921,13.8013,13.2593,14.3124,6.4923,14.9707,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,7.0330,9.1902,5.8716,2.2304,4.2686,3.2034,3.6132,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7040,1.1231,0.9201,0.8840,1.4312,0.6492,1.4971,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8791,1.1488,1.4679,0.5576,1.4229,1.0678,1.2044,True,2.7140,1.109171,0.228400,88.0855,70.1935
80,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-2.437343,-1.383795,0.808823,0.934301,-1.857285,-0.236690,0.900158,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,16.0341,36.2659,22.4909,7.6122,6.6105,11.7414,5.5999,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,8.7183,9.4720,4.3526,3.4607,3.5918,3.2829,2.1229,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5345,1.2089,1.4994,0.5075,0.6610,1.1741,0.5600,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0898,1.1840,1.0881,0.8652,1.1973,1.0943,0.7076,True,1.7300,0.841354,0.072678,179.8807,89.0379
81,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-0.487632,-0.066391,0.770945,0.998499,-0.897676,-0.383055,-0.648647,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,15.3356,44.5988,10.8372,19.7231,6.6864,7.8360,9.1828,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,6.5952,10.3868,5.8308,5.5012,1.9607,3.8301,1.9438,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5112,1.4866,0.7225,1.3149,0.6686,0.7836,0.9183,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8244,1.2984,1.4577,1.3753,0.6536,1.2767,0.6479,False,,0.084247,0.999118,9.9027,14.3274
82,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,1.162025,-1.442419,-1.102719,-0.301485,-2.681980,-0.233149,1.051611,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,38.9179,44.0938,9.0114,16.3827,7.5715,10.4294,8.2045,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,6.2677,8.5908,2.7333,3.8765,3.4524,1.8845,4.2918,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2973,1.4698,0.6008,1.0922,0.7572,1.0429,0.8205,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7835,1.0738,0.6833,0.9691,1.1508,0.6282,1.4306,True,1.4220,0.830489,0.128793,152.5468,81.6381
83,both,-0.758037,2.717816,1.047644,1.982304,1.114914,0.346967,0.288558,-1.829597,-3.023854,0.427441,-0.675963,-1.360150,-0.406346,0.124174,19.8101,33.3122,19.3630,19.8282,8.0954,10.4895,10.6301,22.3456,37.3703,8.7672,19.1163,10.8999,6.1075,5.7951,7.7831,9.2409,2.8403,5.9170,1.7942,3.9877,3.2823,10.0067,6.3435,5.5572,5.0483,3.5946,2.3358,3.6268,0.6603,1.1104,1.2909,1.3219,0.8095,1.0490,1.0630,0.7449,1.2457,0.5845,1.2744,1.0900,0.6108,0.5795,0.9729,1.1551,0.7101,1.4792,0.5981,1.3292,1.0941,1.2508,0.7929,1.3893,1.2621,1.1982,0.7786,1.2089,True,1.3480,1.076517,0.082713,142.2754,87.6057
84,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,1.325776,-3.053904,-1.160658,0.019196,-0.484879,0.224158,-0.065424,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,32.1219,24.4246,9.6193,11.5040,13.5968,11.0242,8.7799,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,10.3192,4.5157,3.0156,2.9204,4.4561,3.6183,3.3534,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0707,0.8142,0.6413,0.7669,1.3597,1.1024,0.8780,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2899,0.5645,0.7539,0.7301,1.4854,1.2061,1.1178,True,1.2360,0.847979,0.108437,179.9843,85.6242
85,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-3.116521,-2.703308,0.593519,0.618241,2.573855,0.244870,-0.133644,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,37.4854,44.2621,14.4147,17.1379,14.1866,7.4867,13.8656,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,4.7804,9.1876,5.1314,4.4584,2.9866,3.3520,1.9550,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2495,1.4754,0.9610,1.1425,1.4187,0.7487,1.3866,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5975,1.1484,1.2828,1.1146,0.9955,1.1173,0.6517,False,,0.092092,0.993790,8.0634,12.1251
86,both,-2.124662,0.640220,0.729409,0.875051,-1.601819,0.354099,-0.320239,-1.039191,-1.851330,-1.978383,2.071620,-0.166880,-0.447462,1.178595,39.4729,36.7068,20.5364,21.1021,8.3749,11.1096,11.0881,21.1578,28.6084,15.7022,21.2863,13.7482,14.1606,13.5026,6.1384,5.7756,2.4556,4.6373,3.8428,3.7829,2.4488,11.7167,7.7240,2.1899,2.3342,2.6708,2.2731,2.0098,1.3158,1.2236,1.3691,1.4068,0.8375,1.1110,1.1088,0.7053,0.9536,1.0468,1.4191,1.3748,1.4161,1.3503,0.7673,0.7220,0.6139,1.1593,1.2809,1.2610,0.8163,1.4646,0.9655,0.5475,0.5836,0.8903,0.7577,0.6699,True,2.5180,0.869833,0.074477,179.6575,89.2364
87,both,1.349590,0.358686,2.779680,2.192265,0.681847,0.162818,-0.428055,-0.095329,-2.694304,2.306790,0.296407,-1.280126,0.195326,0.397380,28.5390,33.9734,9.8924,17.5999,7.7061,7.7284,6.6218,35.6669,43.3184,13.9019,21.0166,5.9832,5.4296,12.2137,6.6590,6.6500,3.8167,2.7617,2.0790,3.1252,1.8866,10.0882,10.7445,2.2273,5.1076,2.6296,2.4100,2.0191,0.9513,1.1324,0.6595,1.1733,0.7706,0.7728,0.6622,1.1889,1.4439,0.9268,1.4011,0.5983,0.5430,1.2214,0.8324,0.8313,0.9542,0.6904,0.6930,1.0417,0.6289,1.2610,1.3431,0.5568,1.2769,0.8765,0.8033,0.6730,True,1.2460,1.034796,0.074693,179.9869,89.5799
88,left_only,1.551234,-0.139352,2.029135,1.691112,1.224063,0.195838,0.910424,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,20.5138,15.0247,16.4779,12.8079,6.2379,6.8614,8.3175,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,4.5619,4.4553,5.6641,3.2484,4.4467,4.3931,1.9277,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.6838,0.5008,1.0985,0.8539,0.6238,0.6861,0.8317,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5702,0.5569,1.4160,0.8121,1.4822,1.4644,0.6426,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.9980,0.998829,0.081906,177.0966,88.7410
89,left_only,0.227293,1.891043,1.255969,-0.552731,-1.923894,-0.391609,0.264501,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,44.5977,35.1595,18.1614,22.2688,11.7801,5.4018,13.6701,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,6.9174,4.0349,4.0289,5.7481,2.2720,2.9745,2.0213,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.4866,1.1720,1.2108,1.4846,1.1780,0.5402,1.3670,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8647,0.5044,1.0072,1.4370,0.7573,0.9915,0.6738,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.057208,1.001660,11.5855,17.0215
90,both,-2.868268,-0.075540,1.462152,2.618628,-2.184599,-0.195805,-0.774625,-3.013509,-1.308029,0.958559,1.725734,-0.514812,0.050884,-1.030988,19.6291,42.9538,18.9226,21.3411,14.1668,11.4939,14.2824,38.7195,32.7064,9.6965,18.7185,8.5480,5.1299,7.8059,7.3336,4.0289,2.2503,2.4379,1.7861,2.5551,3.6038,6.6448,6.1940,5.2475,5.0397,3.5867,1.9170,3.9235,0.6543,1.4318,1.2615,1.4227,1.4167,1.1494,1.4282,1.2906,1.0902,0.6464,1.2479,0.8548,0.5130,0.7806,0.9167,0.5036,0.5626,0.6095,0.5954,0.8517,1.2013,0.8306,0.7742,1.3119,1.2599,1.1956,0.6390,1.3078,False,,0.177704,0.999068,11.8247,10.7339
91,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,0.049499,-2.663514,0.664693,1.046903,-0.219344,-0.358786,0.046493,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,17.9980,19.9276,9.4882,21.8116,7.8486,8.5520,8.2208,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,11.1860,8.5037,5.6766,3.1997,1.8445,3.1687,2.5366,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5999,0.6643,0.6325,1.4541,0.7849,0.8552,0.8221,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3983,1.0630,1.4192,0.7999,0.6148,1.0562,0.8455,True,1.2600,0.884994,0.072670,179.9635,89.4402
92,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,0.636981,-0.075780,-0.330508,3.061713,0.435355,-0.211899,-0.028002,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,16.1193,39.1200,9.0215,12.1312,10.6532,5.4298,5.7932,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,9.5689,4.5742,3.9083,3.3548,2.1842,2.0663,3.7902,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5373,1.3040,0.6014,0.8087,1.0653,0.5430,0.5793,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1961,0.5718,0.9771,0.8387,0.7281,0.6888,1.2634,True,1.7840,0.873890,0.072762,179.1489,89.1288
93,both,1.341764,0.149879,2.781393,1.506369,0.685964,0.194182,0.518462,0.721310,-1.572489,0.014143,0.387406,-2.143716,0.152292,-1.184631,23.2691,17.8269,10.3609,17.0810,11.2848,9.2105,5.9017,37.6888,29.9094,14.6883,7.8972,14.4251,8.1917,7.5594,7.4670,6.8220,4.8818,4.3161,2.9747,2.9609,4.3989,11.9953,9.7495,2.1895,2.2475,1.5765,3.2989,1.7147,0.7756,0.5942,0.6907,1.1387,1.1285,0.9211,0.5902,1.2563,0.9970,0.9792,0.5265,1.4425,0.8192,0.7559,0.9334,0.8527,1.2205,1.0790,0.9916,0.9870,1.4663,1.4994,1.2187,0.5474,0.5619,0.5255,1.0996,0.5716,True,1.2340,1.023427,0.102460,179.8753,86.9734
94,left_only,1.256259,3.161507,0.436127,1.596719,-1.328688,-0.403325,0.603150,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,18.0536,17.5667,12.1683,7.6870,9.3404,12.0768,13.0135,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,8.8345,10.7750,3.6260,5.3951,3.0194,2.1691,4.3324,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.6018,0.5856,0.8112,0.5125,0.9340,1.2077,1.3013,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1043,1.3469,0.9065,1.3488,1.0065,0.7230,1.4441,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.3400,0.844061,0.109081,179.9485,85.2220
95,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-1.844887,-3.300958,-1.634038,0.564420,-0.726226,0.022817,0.973142,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,23.7701,30.6231,12.6021,19.8266,6.5760,6.0351,10.0300,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,9.3751,10.3642,4.3585,5.0954,2.6781,1.5986,1.8483,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7923,1.0208,0.8401,1.3218,0.6576,0.6035,1.0030,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1719,1.2955,1.0896,1.2738,0.8927,0.5329,0.6161,True,1.3540,0.951578,0.090020,149.3361,86.2308
96,left_only,-2.957617,0.863407,0.149436,0.521591,0.219053,-0.017937,0.451975,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,35.0089,24.5419,12.6932,16.2772,10.9643,8.1470,8.3032,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,9.5524,9.1793,2.5402,3.7642,4.1781,1.6089,4.0655,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.1670,0.8181,0.8462,1.0851,1.0964,0.8147,0.8303,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1940,1.1474,0.6351,0.9410,1.3927,0.5363,1.3552,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.069828,0.998459,10.7739,15.2415
97,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-2.371431,-1.482600,-0.604012,-0.908166,2.522686,-0.041694,1.153841,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,23.6023,40.9883,21.3358,15.8525,7.0268,11.8525,10.4898,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,11.5562,7.5142,3.0741,2.5531,3.5959,4.4223,1.5850,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7867,1.3663,1.4224,1.0568,0.7027,1.1852,1.0490,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4445,0.9393,0.7685,0.6383,1.1986,1.4741,0.5283,True,2.4520,1.120061,0.078981,89.9099,81.5248
98,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,0.347498,0.103797,-2.585989,-0.494998,1.235673,0.136866,-1.095178,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,40.0327,30.7027,21.1080,20.6699,13.1251,10.1590,7.5171,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,8.0478,4.8065,4.6354,2.5359,3.0335,1.6631,2.3985,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3344,1.0234,1.4072,1.3780,1.3125,1.0159,0.7517,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0060,0.6008,1.1588,0.6340,1.0112,0.5544,0.7995,False,,0.108342,0.999954,9.8753,14.8349
99,both,-2.046901,1.963719,1.801081,-0.713339,1.887634,0.333710,-0.400637,-0.036091,-1.878123,-2.135738,1.233376,-2.252568,0.350087,1.077696,39.6484,31.8758,15.8640,22.2691,7.4790,5.7595,10.6194,25.9308,41.3691,12.5501,17.6861,12.5655,8.2810,13.2164,6.6303,6.5787,2.0283,4.3850,2.2921,2.0636,1.6213,9.5350,8.4739,2.0040,2.1404,4.4726,3.8469,4.3127,1.3216,1.0625,1.0576,1.4846,0.7479,0.5759,1.0619,0.8644,1.3790,0.8367,1.1791,1.2565,0.8281,1.3216,0.8288,0.8223,0.5071,1.0962,0.7640,0.6879,0.5404,1.1919,1.0592,0.5010,0.5351,1.4909,1.2823,1.4376,True,1.4100,0.899093,0.077265,179.8527,88.8290
100,both,1.109848,-0.302726,1.829774,0.913232,1.537855,-0.456288,-0.537974,0.398735,-0.402381,0.503782,0.294188,-0.962312,0.431757,-0.154401,28.4138,31.5700,13.6425,15.7901,9.3234,13.2671,14.0905,37.4919,35.2918,18.6920,10.6297,9.9837,10.8827,5.0248,11.4569,8.5144,3.7686,4.8210,4.0150,3.1889,3.5999,10.8477,8.8802,2.5165,5.2654,3.6512,3.7749,2.6761,0.9471,1.0523,0.9095,1.0527,0.9323,1.3267,1.4091,1.2497,1.1764,1.2461,0.7086,0.9984,1.0883,0.5025,1.4321,1.0643,0.9421,1.2052,1.3383,1.0630,1.2000,1.3560,1.1100,0.6291,1.3164,1.2171,1.2583,0.8920,False,,0.132225,1.000556,10.5016,21.4148
101,left_only,0.883294,1.185024,0.574787,-0.947347,0.704469,0.201813,0.170458,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,29.8968,39.2981,17.7206,11.6711,14.5907,12.0727,14.8794,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,11.7701,11.3513,5.0215,4.4377,2.0165,3.1301,3.7961,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.9966,1.3099,1.1814,0.7781,1.4591,1.2073,1.4879,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4713,1.4189,1.2554,1.1094,0.6722,1.0434,1.2654,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.058771,0.998436,11.3134,18.9823
102,left_only,-0.686763,2.901944,-2.038251,0.623284,-0.095645,-0.062599,-0.994190,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,19.6058,40.1285,14.7658,8.2308,5.1649,9.7348,6.6438,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,9.6410,10.3626,2.9132,4.3687,1.9633,2.4107,4.1664,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.6535,1.3376,0.9844,0.5487,0.5165,0.9735,0.6644,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2051,1.2953,0.7283,1.0922,0.6544,0.8036,1.3888,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.3560,0.902436,0.108747,179.2767,82.8548
103,left_only,-0.577298,2.968659,-1.382845,0.413001,-0.297316,-0.018426,1.264026,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,18.4334,40.5590,20.4552,15.7980,8.4404,10.1923,7.9247,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,10.3929,7.9862,5.7034,4.4908,3.0430,3.6332,3.0118,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.6144,1.3520,1.3637,1.0532,0.8440,1.0192,0.7925,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2991,0.9983,1.4258,1.1227,1.0143,1.2111,1.0039,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.4600,0.836214,0.096431,179.5360,86.8783
104,both,1.120225,0.317206,2.858887,2.404347,1.947824,-0.015810,0.856492,-1.695094,-0.519836,-2.213648,0.318124,-0.182580,-0.164354,-0.286977,39.6031,22.7003,18.6792,8.6057,12.6574,12.9202,9.0170,39.1165,24.8421,19.5899,8.8020,5.4440,14.9768,13.6946,9.7798,11.3211,5.2029,3.5618,2.9526,3.8381,2.3778,11.0628,11.6102,3.7533,3.1473,1.8901,3.0036,2.1601,1.3201,0.7567,1.2453,0.5737,1.2657,1.2920,0.9017,1.3039,0.8281,1.3060,0.5868,0.5444,1.4977,1.3695,1.2225,1.4151,1.3007,0.8904,0.9842,1.2794,0.7926,1.3828,1.4513,0.9383,0.7868,0.6300,1.0012,0.7200,True,1.9260,0.925741,0.097850,156.2204,89.0600
105,both,1.266445,-0.364868,-1.848075,0.067945,-1.864009,-0.253655,0.396361,-1.597418,-1.075208,2.037763,1.538559,1.250509,-0.124409,-0.864264,24.6175,43.9285,16.8272,11.6627,9.5092,13.3551,11.6844,32.9658,27.4705,16.3353,8.4272,13.2213,7.1665,13.0455,8.4852,11.0813,4.6898,4.5709,2.0693,1.8192,4.3954,8.2750,6.2126,2.1208,5.2633,2.0294,1.6554,3.7676,0.8206,1.4643,1.1218,0.7775,0.9509,1.3355,1.1684,1.0989,0.9157,1.0890,0.5618,1.3221,0.7166,1.3045,1.0607,1.3852,1.1724,1.1427,0.6898,0.6064,1.4651,1.0344,0.7766,0.5302,1.3158,0.6765,0.5518,1.2559,True,2.7960,1.289424,0.093576,72.5139,82.5907
106,both,-1.491297,1.091683,-1.259127,2.598407,-1.297382,-0.268072,-0.484506,-2.183166,-2.199263,-2.539752,-0.295271,-0.347775,0.351007,-1.124481,21.3802,42.2504,20.8502,17.6918,7.4047,9.1981,7.1122,38.7202,41.3494,12.3305,16.0727,7.7816,5.5333,12.3786,5.0287,7.0400,4.3033,3.4397,3.3325,2.3888,2.5376,5.3680,7.4057,3.9482,2.7379,1.7837,2.5440,4.3569,0.7127,1.4083,1.3900,1.1795,0.7405,0.9198,0.7112,1.2907,1.3783,0.8220,1.0715,0.7782,0.5533,1.2379,0.6286,0.8800,1.0758,0.8599,1.1108,0.7963,0.8459,0.6710,0.9257,0.9870,0.6845,0.5946,0.8480,1.4523,False,,0.062903,0.999627,9.3955,15.4682
107,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-0.242711,-1.958269,-2.789376,1.529129,-2.218596,0.039353,0.639954,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,27.7076,23.9823,8.2108,7.8717,9.3003,13.8335,7.4406,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,8.5924,9.4744,2.2433,2.6124,2.4938,3.5103,2.8171,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9236,0.7994,0.5474,0.5248,0.9300,1.3833,0.7441,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0741,1.1843,0.5608,0.6531,0.8313,1.1701,0.9390,True,1.3820,0.859754,0.097678,179.9986,86.9253
