trial_id,arm_mode,joint_left_shoulder_pitch_target,joint_left_shoulder_roll_target,joint_left_shoulder_yaw_target,joint_left_elbow_target,joint_left_wrist_roll_target,joint_left_wrist_pitch_target,joint_left_wrist_yaw_target,joint_right_shoulder_pitch_target,joint_right_shoulder_roll_target,joint_right_shoulder_yaw_target,joint_right_elbow_target,joint_right_wrist_roll_target,joint_right_wrist_pitch_target,joint_right_wrist_yaw_target,joint_left_shoulder_pitch_kp,joint_left_shoulder_roll_kp,joint_left_shoulder_yaw_kp,joint_left_elbow_kp,joint_left_wrist_roll_kp,joint_left_wrist_pitch_kp,joint_left_wrist_yaw_kp,joint_right_shoulder_pitch_kp,joint_right_shoulder_roll_kp,joint_right_shoulder_yaw_kp,joint_right_elbow_kp,joint_right_wrist_roll_kp,joint_right_wrist_pitch_kp,joint_right_wrist_yaw_kp,joint_left_shoulder_pitch_kd,joint_left_shoulder_roll_kd,joint_left_shoulder_yaw_kd,joint_left_elbow_kd,joint_left_wrist_roll_kd,joint_left_wrist_pitch_kd,joint_left_wrist_yaw_kd,joint_right_shoulder_pitch_kd,joint_right_shoulder_roll_kd,joint_right_shoulder_yaw_kd,joint_right_elbow_kd,joint_right_wrist_roll_kd,joint_right_wrist_pitch_kd,joint_right_wrist_yaw_kd,joint_left_shoulder_pitch_kp_multiplier,joint_left_shoulder_roll_kp_multiplier,joint_left_shoulder_yaw_kp_multiplier,joint_left_elbow_kp_multiplier,joint_left_wrist_roll_kp_multiplier,joint_left_wrist_pitch_kp_multiplier,joint_left_wrist_yaw_kp_multiplier,joint_right_shoulder_pitch_kp_multiplier,joint_right_shoulder_roll_kp_multiplier,joint_right_shoulder_yaw_kp_multiplier,joint_right_elbow_kp_multiplier,joint_right_wrist_roll_kp_multiplier,joint_right_wrist_pitch_kp_multiplier,joint_right_wrist_yaw_kp_multiplier,joint_left_shoulder_pitch_kd_multiplier,joint_left_shoulder_roll_kd_multiplier,joint_left_shoulder_yaw_kd_multiplier,joint_left_elbow_kd_multiplier,joint_left_wrist_roll_kd_multiplier,joint_left_wrist_pitch_kd_multiplier,joint_left_wrist_yaw_kd_multiplier,joint_right_shoulder_pitch_kd_multiplier,joint_right_shoulder_roll_kd_multiplier,joint_right_shoulder_yaw_kd_multiplier,joint_right_elbow_kd_multiplier,joint_right_wrist_roll_kd_multiplier,joint_right_wrist_pitch_kd_multiplier,joint_right_wrist_yaw_kd_multiplier,fell,time_to_fall,max_com_deviation_xy,final_base_height,max_roll_deg,max_pitch_deg
32,left_only,-1.102852,0.576471,1.738735,2.237738,-0.830888,0.309991,-0.728790,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,15.1292,32.1350,22.4112,8.0797,7.0800,10.1891,13.0994,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,4.7123,7.1619,4.9883,3.4862,2.0665,2.0865,2.7301,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.5043,1.0712,1.4941,0.5386,0.7080,1.0189,1.3099,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5890,0.8952,1.2471,0.8715,0.6888,0.6955,0.9100,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,2.0260,0.807484,0.127027,179.9359,83.2058
33,left_only,-0.881946,2.877659,0.981571,1.901360,2.652006,-0.081545,-0.245480,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,42.7004,22.3763,18.4472,18.8186,5.9779,9.6823,7.0056,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,5.4830,7.7106,3.1577,5.1842,4.2228,3.9082,2.2981,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.4233,0.7459,1.2298,1.2546,0.5978,0.9682,0.7006,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6854,0.9638,0.7894,1.2961,1.4076,1.3027,0.7660,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.2940,0.937700,0.084708,179.7606,88.7349
34,both,-1.848827,0.582873,-1.894334,2.947887,-0.694205,-0.254662,0.880544,-1.259790,-3.267259,-2.091791,1.690104,1.759534,-0.267386,1.060185,40.5299,40.4514,10.9149,8.2580,13.6742,8.0580,11.1892,30.8237,37.3431,19.8076,18.7403,7.8785,6.1784,7.3834,10.0797,5.0263,5.1234,5.7540,3.6851,2.8237,4.1300,8.0230,8.0422,4.3306,3.5804,3.8607,4.2395,2.2402,1.3510,1.3484,0.7277,0.5505,1.3674,0.8058,1.1189,1.0275,1.2448,1.3205,1.2494,0.7879,0.6178,0.7383,1.2600,0.6283,1.2808,1.4385,1.2284,0.9412,1.3767,1.0029,1.0053,1.0826,0.8951,1.2869,1.4132,0.7467,False,,0.096036,0.993771,10.8871,29.8818
35,both,0.329024,2.182734,0.305923,-0.171370,1.570538,0.426079,0.563464,1.183121,0.320220,-1.013873,1.685863,-0.020147,0.450132,-1.031728,27.3712,41.2662,11.7608,19.3169,8.8278,14.7998,13.8353,21.6047,36.3575,15.9528,14.9341,5.5521,8.4828,13.6510,6.4106,10.1615,3.3474,4.4255,3.4754,3.9888,1.5734,4.2471,7.1715,5.7806,2.2035,3.7491,2.2728,4.0998,0.9124,1.3755,0.7841,1.2878,0.8828,1.4800,1.3835,0.7202,1.2119,1.0635,0.9956,0.5552,0.8483,1.3651,0.8013,1.2702,0.8369,1.1064,1.1585,1.3296,0.5245,0.5309,0.8964,1.4451,0.5509,1.2497,0.7576,1.3666,True,1.4140,0.937116,0.089057,161.7679,83.1744
36,left_only,0.373980,2.967966,-1.435706,1.244239,1.478595,-0.235228,-0.683904,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,15.8155,43.7555,18.1503,17.0334,12.4399,10.3161,9.7613,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,7.5963,9.1235,2.8061,5.5522,3.9353,2.5487,3.2358,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.5272,1.4585,1.2100,1.1356,1.2440,1.0316,0.9761,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9495,1.1404,0.7015,1.3881,1.3118,0.8496,1.0786,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.2920,0.856648,0.081016,179.9324,87.9436
37,both,-2.475761,3.295469,2.459402,2.857437,-1.096741,-0.306050,-0.732099,-2.716094,-2.945982,-2.605703,3.137969,-2.323428,-0.339899,0.831227,32.4072,38.2325,16.9637,20.7326,11.3847,10.2213,12.1275,22.3906,40.2621,12.4530,17.7907,13.5641,5.7774,12.6502,7.5791,6.7685,3.8706,2.6789,3.8897,2.2821,1.9606,6.4613,5.7330,4.7556,5.6392,2.3851,3.2065,2.3695,1.0802,1.2744,1.1309,1.3822,1.1385,1.0221,1.2127,0.7464,1.3421,0.8302,1.1860,1.3564,0.5777,1.2650,0.9474,0.8461,0.9677,0.6697,1.2966,0.7607,0.6535,0.8077,0.7166,1.1889,1.4098,0.7950,1.0688,0.7898,True,1.0360,0.736349,0.079887,81.4597,86.5236
38,left_only,-0.529315,1.970639,0.800602,1.625247,-2.231940,0.179025,0.443866,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,35.4776,17.2221,14.2026,13.6355,5.8671,7.2237,9.4096,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,9.9433,5.8965,5.3190,4.1832,3.7813,2.9177,2.9976,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.1826,0.5741,0.9468,0.9090,0.5867,0.7224,0.9410,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2429,0.7371,1.3297,1.0458,1.2604,0.9726,0.9992,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.4660,0.833351,0.095140,179.9476,87.0816
39,left_only,-0.221122,3.127729,0.128577,1.233356,0.457503,0.219701,-1.087500,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,30.4706,29.4477,21.3253,14.9026,9.6832,14.6220,9.5058,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,5.4471,5.7353,2.3808,2.0023,2.7958,3.8077,3.7004,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.0157,0.9816,1.4217,0.9935,0.9683,1.4622,0.9506,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6809,0.7169,0.5952,0.5006,0.9319,1.2692,1.2335,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.3300,0.876963,0.092314,179.9904,87.6007
40,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-2.988578,-1.245465,-2.135215,2.936645,-1.785978,0.117141,-0.441355,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,34.2468,27.3678,18.8946,10.9602,14.0579,10.0021,12.5609,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,10.7978,11.9906,2.8958,3.1476,2.2513,2.2886,3.2473,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1416,0.9123,1.2596,0.7307,1.4058,1.0002,1.2561,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3497,1.4988,0.7239,0.7869,0.7504,0.7629,1.0824,False,,0.114379,0.998927,9.5322,19.5848
41,both,1.539491,3.363251,0.326804,1.689182,1.943430,0.400463,-0.752194,-0.650568,-0.251876,-1.290844,0.866411,2.927177,0.448668,1.031511,38.9534,23.0739,12.3128,15.7092,10.6078,10.0550,11.3667,28.3885,21.8360,18.8901,15.8097,5.2116,8.1636,6.7700,7.2666,9.9934,3.3342,3.3227,1.8817,2.0661,4.0516,9.2470,6.2002,2.2598,2.2197,3.2452,1.5652,4.0464,1.2984,0.7691,0.8209,1.0473,1.0608,1.0055,1.1367,0.9463,0.7279,1.2593,1.0540,0.5212,0.8164,0.6770,0.9083,1.2492,0.8335,0.8307,0.6272,0.6887,1.3505,1.1559,0.7750,0.5649,0.5549,1.0817,0.5217,1.3488,True,1.4660,0.835698,0.129457,179.8953,82.9344
42,both,-2.408080,1.912821,-0.138619,0.878977,-2.596448,0.280046,0.998353,-3.088112,-2.724876,2.115137,1.319409,-1.885772,-0.274919,0.406365,36.7445,32.9828,21.7972,14.9110,8.0027,9.7723,8.5967,33.3121,38.2995,19.6578,18.1756,6.0280,9.7502,11.0341,5.7953,4.3677,3.4088,4.8456,1.5553,2.8175,3.4320,5.9645,4.3404,2.8944,3.8196,2.7418,2.0300,3.9732,1.2248,1.0994,1.4531,0.9941,0.8003,0.9772,0.8597,1.1104,1.2766,1.3105,1.2117,0.6028,0.9750,1.1034,0.7244,0.5460,0.8522,1.2114,0.5184,0.9392,1.1440,0.7456,0.5426,0.7236,0.9549,0.9139,0.6767,1.3244,True,1.8440,0.895691,0.076145,179.6521,89.7878
43,both,1.219984,0.381097,2.610678,-0.876234,2.317784,0.418034,-1.239388,0.453821,0.267362,2.126466,3.059033,0.419863,-0.390206,0.888465,33.4148,33.4421,13.7588,16.0776,6.5358,12.3977,5.7502,26.0697,20.2442,10.7937,14.4588,14.4257,12.3415,7.1524,9.8382,10.7918,3.8899,4.0393,2.4366,4.4084,3.6994,10.8765,7.0256,5.4069,2.9668,3.3560,4.2800,2.2737,1.1138,1.1147,0.9173,1.0718,0.6536,1.2398,0.5750,0.8690,0.6748,0.7196,0.9639,1.4426,1.2341,0.7152,1.2298,1.3490,0.9725,1.0098,0.8122,1.4695,1.2331,1.3596,0.8782,1.3517,0.7417,1.1187,1.4267,0.7579,True,1.4360,0.905915,0.079456,179.5887,87.0440
44,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,0.123684,0.332042,-2.156108,-0.584899,1.133364,-0.148244,-1.089039,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,29.2592,37.6131,11.7768,12.5257,13.4570,10.2007,13.4273,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,7.5711,11.6238,4.6032,2.4636,4.1553,2.9678,1.9249,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9753,1.2538,0.7851,0.8350,1.3457,1.0201,1.3427,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9464,1.4530,1.1508,0.6159,1.3851,0.9893,0.6416,False,,0.109567,0.997650,9.7916,14.0913
45,left_only,-2.420830,2.218878,-2.391398,0.233632,-2.204823,-0.054503,-0.217541,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,30.6563,23.3891,7.9807,16.7158,8.7372,11.5133,6.0867,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,4.1102,5.9864,3.8262,3.5763,3.9309,2.6335,3.0913,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.0219,0.7796,0.5320,1.1144,0.8737,1.1513,0.6087,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5138,0.7483,0.9565,0.8941,1.3103,0.8778,1.0304,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,1.6600,0.870602,0.072900,179.9839,89.9925
46,both,-0.344542,-0.297477,0.260806,0.474153,-0.583426,-0.369734,0.718364,1.298724,-3.315824,0.399784,2.204676,-1.109508,0.265989,0.336182,42.8749,44.4301,8.1352,14.1741,10.4699,6.4674,8.3629,29.2463,18.9276,8.2758,21.6812,7.6581,10.0406,5.9070,11.9012,4.1298,3.8100,5.3706,2.4717,2.9394,4.4341,7.3892,11.4408,4.0097,5.8845,2.2765,3.0136,4.0786,1.4292,1.4810,0.5423,0.9449,1.0470,0.6467,0.8363,0.9749,0.6309,0.5517,1.4454,0.7658,1.0041,0.5907,1.4876,0.5162,0.9525,1.3427,0.8239,0.9798,1.4780,0.9237,1.4301,1.0024,1.4711,0.7588,1.0045,1.3595,True,1.3080,0.869063,0.122546,179.9971,83.8644
47,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-1.028731,-2.343538,1.840545,0.660244,0.306966,0.440788,-0.796332,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,24.0420,15.9321,13.3776,10.5028,11.8003,6.8132,11.7481,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,6.1078,6.8417,3.3954,4.8670,2.8995,2.5839,4.0579,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8014,0.5311,0.8918,0.7002,1.1800,0.6813,1.1748,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7635,0.8552,0.8489,1.2168,0.9665,0.8613,1.3526,True,1.5320,0.846288,0.075572,160.8882,88.3166
48,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-0.446113,-2.591720,2.093518,0.465146,-2.525479,-0.004995,-0.955197,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,22.1540,37.4133,9.4613,19.6042,14.3691,11.0653,12.1036,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,9.7087,11.9425,3.3662,2.6514,3.0575,3.0997,2.0337,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7385,1.2471,0.6308,1.3069,1.4369,1.1065,1.2104,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2136,1.4928,0.8415,0.6629,1.0192,1.0332,0.6779,True,1.3600,0.835124,0.130723,156.0224,83.0416
49,left_only,-0.252255,-0.326609,2.599880,0.142692,-2.782133,-0.362369,-0.659768,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,23.2172,15.9843,11.6903,10.3941,8.7862,8.8517,8.3901,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,6.6234,4.7179,2.1008,2.8085,3.7699,4.4724,4.2856,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.7739,0.5328,0.7794,0.6929,0.8786,0.8852,0.8390,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8279,0.5897,0.5252,0.7021,1.2566,1.4908,1.4285,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,True,2.3220,1.062232,0.077997,107.3469,83.2216
50,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-0.765127,-1.389706,-1.226322,2.246370,1.654999,0.318452,1.004582,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,28.0305,38.0063,19.5960,12.1269,14.2924,5.9434,14.9427,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,10.1607,4.7462,4.6249,2.1367,3.8106,3.8977,3.3072,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.9343,1.2669,1.3064,0.8085,1.4292,0.5943,1.4943,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.2701,0.5933,1.1562,0.5342,1.2702,1.2992,1.1024,False,,0.092929,0.997450,9.5098,18.7663
51,left_only,0.895812,-0.010001,-1.095512,0.760553,-2.765442,-0.047900,-0.596358,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,26.7821,27.7531,20.6912,11.5551,13.9374,9.2597,8.2781,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,8.0201,7.3419,3.0295,4.0107,1.9554,2.5558,3.1974,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.8927,0.9251,1.3794,0.7703,1.3937,0.9260,0.8278,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0025,0.9177,0.7574,1.0027,0.6518,0.8519,1.0658,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.065886,0.995369,8.7551,15.6571
52,both,-1.192847,2.734389,-1.204388,3.055157,1.509999,0.432524,0.858867,-2.470690,-1.409981,-2.046222,2.429279,0.614774,-0.218809,1.091181,18.4556,31.9159,18.3156,8.3827,10.9786,13.1590,5.6753,24.6980,32.6290,18.2709,14.1398,6.5629,6.0415,14.9977,8.0979,6.0685,4.6517,2.4747,4.3112,4.1842,2.0579,7.6428,10.9803,3.9295,5.6894,1.7633,1.8421,4.2889,0.6152,1.0639,1.2210,0.5588,1.0979,1.3159,0.5675,0.8233,1.0876,1.2181,0.9427,0.6563,0.6042,1.4998,1.0122,0.7586,1.1629,0.6187,1.4371,1.3947,0.6860,0.9554,1.3725,0.9824,1.4224,0.5878,0.6140,1.4296,True,1.8380,1.044148,0.119815,178.7317,83.4700
53,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,1.322692,-2.210368,-0.996215,0.918620,-0.352909,-0.286708,1.011873,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,22.5992,36.1582,8.5073,8.0813,11.5373,8.3902,11.5546,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,4.7522,11.5988,4.9941,5.5051,1.9094,2.4605,2.6050,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7533,1.2053,0.5672,0.5388,1.1537,0.8390,1.1555,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5940,1.4499,1.2485,1.3763,0.6365,0.8202,0.8683,True,1.3060,0.847344,0.105486,179.9946,86.5775
54,left_only,-0.609917,0.742163,-2.316224,0.573468,-1.543796,-0.105523,-0.769723,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,22.8569,33.8086,13.3223,12.6808,10.3391,12.7186,8.7887,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,8.7002,11.7296,4.0879,5.6392,3.8810,1.6762,2.7873,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.7619,1.1270,0.8882,0.8454,1.0339,1.2719,0.8789,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0875,1.4662,1.0220,1.4098,1.2937,0.5587,0.9291,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.066773,0.999732,10.6321,17.2600
55,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,0.149080,0.329771,-0.411006,-0.566796,0.487173,-0.345428,0.638860,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,30.2303,36.7029,20.5404,16.9342,11.1244,12.5457,13.4246,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,10.9524,4.2914,4.2248,2.8651,4.0810,3.4452,2.7607,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0077,1.2234,1.3694,1.1289,1.1124,1.2546,1.3425,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3691,0.5364,1.0562,0.7163,1.3603,1.1484,0.9202,False,,0.065399,0.994838,9.4047,13.3908
56,left_only,-2.254029,0.901509,1.330420,-0.105995,-2.470962,0.358927,0.671094,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,20.9938,23.7693,22.0811,18.1228,11.1052,8.0763,7.9913,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,4.3162,9.8279,2.1727,2.0194,3.6885,4.3466,3.7695,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,0.6998,0.7923,1.4721,1.2082,1.1105,0.8076,0.7991,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5395,1.2285,0.5432,0.5049,1.2295,1.4489,1.2565,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.094796,0.999903,11.2941,14.7673
57,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-0.918575,-1.562749,-0.537106,0.390778,0.255074,-0.063685,0.249346,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,41.9436,44.8503,8.6811,13.2703,6.8071,8.5212,7.8747,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,5.3963,10.1126,3.9852,5.6770,1.5978,1.7009,2.7098,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3981,1.4950,0.5787,0.8847,0.6807,0.8521,0.7875,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6745,1.2641,0.9963,1.4192,0.5326,0.5670,0.9033,False,,0.113537,0.999900,8.1537,16.0276
58,both,-2.761894,0.613118,2.930789,-0.086997,-1.868842,0.068118,-0.005084,-0.406136,-1.975941,1.677743,-0.377662,-0.282458,0.175530,0.935321,26.0871,32.0324,8.5371,10.0548,5.6914,12.2788,7.8806,40.6089,22.0411,15.7241,13.8937,12.9553,9.8890,10.0066,9.7900,4.5312,5.4502,5.3421,1.7668,1.5713,1.6689,11.9127,5.2010,5.3228,2.2070,2.9329,4.1590,3.4956,0.8696,1.0677,0.5691,0.6703,0.5691,1.2279,0.7881,1.3536,0.7347,1.0483,0.9262,1.2955,0.9889,1.0007,1.2237,0.5664,1.3625,1.3355,0.5889,0.5238,0.5563,1.4891,0.6501,1.3307,0.5517,0.9776,1.3863,1.1652,True,2.8400,1.126672,0.078849,96.6866,83.9906
59,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,0.087361,-2.404661,-0.636681,0.563980,0.253513,-0.034939,-0.439678,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,24.1644,22.5256,12.9757,9.7491,13.7210,11.0212,6.3379,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,9.5509,10.7813,2.9501,2.6024,1.5259,1.6418,3.7868,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.8055,0.7509,0.8650,0.6499,1.3721,1.1021,0.6338,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1939,1.3477,0.7375,0.6506,0.5086,0.5473,1.2623,True,1.3120,0.896230,0.072705,179.5840,89.3219
60,both,1.509648,-0.210352,1.581562,-0.653209,0.400685,0.236870,-0.357621,-3.088498,-1.150184,2.610357,0.113960,-1.658530,-0.347869,0.140349,32.8934,38.7681,18.7961,20.8881,13.0577,7.4727,10.5588,29.6135,18.2186,11.0505,15.4145,5.6737,14.3146,6.2384,6.3793,6.6383,5.7278,4.7276,4.4238,2.7507,3.1123,5.5838,10.1226,2.3877,5.6011,3.6771,1.7059,3.5755,1.0964,1.2923,1.2531,1.3925,1.3058,0.7473,1.0559,0.9871,0.6073,0.7367,1.0276,0.5674,1.4315,0.6238,0.7974,0.8298,1.4319,1.1819,1.4746,0.9169,1.0374,0.6980,1.2653,0.5969,1.4003,1.2257,0.5686,1.1918,False,,0.055079,0.992218,10.7000,17.9597
61,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-0.165030,-0.537219,1.685882,2.016788,0.626375,-0.164221,0.501075,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,43.7091,32.6257,17.4652,14.0569,12.5612,14.9767,6.6039,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,5.6192,8.3155,3.9255,4.2863,1.6472,2.7128,3.2489,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.4570,1.0875,1.1643,0.9371,1.2561,1.4977,0.6604,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.7024,1.0394,0.9814,1.0716,0.5491,0.9043,1.0830,False,,0.070741,0.999998,11.1198,16.6455
62,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-0.383749,-0.915278,1.073625,1.699590,1.801801,0.115404,0.095269,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,33.1859,18.0358,11.5973,15.4110,13.7299,11.7905,5.9041,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,8.7382,5.7739,4.9361,5.3098,3.2804,3.2741,2.5158,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.1062,0.6012,0.7732,1.0274,1.3730,1.1791,0.5904,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0923,0.7217,1.2340,1.3274,1.0935,1.0914,0.8386,False,,0.084365,0.999540,10.0244,15.2756
63,right_only,0.000000,0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,-1.038162,-0.133670,1.091226,1.196583,-0.628981,-0.415899,-0.906761,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,20.7908,26.2015,21.6622,15.0773,7.3484,6.0575,8.3831,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,10.5258,7.0667,5.0900,5.2108,1.8325,3.3260,4.3773,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.6930,0.8734,1.4441,1.0052,0.7348,0.6058,0.8383,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.3157,0.8833,1.2725,1.3027,0.6108,1.1087,1.4591,False,,0.088073,1.000920,10.0567,13.6434
64,left_only,-1.245930,-0.187431,2.575126,2.699542,-0.002465,0.048334,-0.732178,0.000000,-0.200000,0.000000,0.400000,0.000000,0.000000,0.000000,39.5835,29.9580,8.0082,17.7452,14.5050,13.2915,7.7720,30.0000,30.0000,15.0000,15.0000,10.0000,10.0000,10.0000,4.4266,11.5228,5.7483,4.1297,3.4270,2.8878,2.7593,8.0000,8.0000,4.0000,4.0000,3.0000,3.0000,3.0000,1.3195,0.9986,0.5339,1.1830,1.4505,1.3292,0.7772,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,0.5533,1.4404,1.4371,1.0324,1.1423,0.9626,0.9198,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,False,,0.092005,0.999176,11.1620,14.0499
